threshold,margin,TP,FP,FN,TN,precision,recall,f1
0.45,0.03,448,167,14,167,0.7284552845528456,0.9696969696969697,0.8319405756731663
0.45,0.04,445,156,17,178,0.740432612312812,0.9632034632034632,0.8372530573847601
0.45,0.05,438,142,24,192,0.7551724137931034,0.948051948051948,0.8406909788867563
0.45,0.06,433,134,29,200,0.763668430335097,0.9372294372294372,0.8415937803692906
0.45,0.07,429,125,33,209,0.7743682310469314,0.9285714285714286,0.8444881889763779
0.45,0.08,424,114,38,220,0.7881040892193308,0.9177489177489178,0.8480000000000001
0.45,0.09,418,108,44,226,0.7946768060836502,0.9047619047619048,0.8461538461538461
0.45,0.1,406,106,56,228,0.79296875,0.8787878787878788,0.8336755646817249
0.45,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.45,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.45,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.45,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.45,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.45,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.45,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.45,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.45,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.45,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.45,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.45,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.45,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.45,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.45,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.46,0.0,457,194,5,140,0.7019969278033794,0.9891774891774892,0.821203953279425
0.46,0.01,456,185,6,149,0.7113884555382215,0.987012987012987,0.8268359020852221
0.46,0.02,453,178,9,156,0.7179080824088748,0.9805194805194806,0.8289112534309241
0.46,0.03,448,166,14,168,0.7296416938110749,0.9696969696969697,0.8327137546468403
0.46,0.04,445,156,17,178,0.740432612312812,0.9632034632034632,0.8372530573847601
0.46,0.05,438,142,24,192,0.7551724137931034,0.948051948051948,0.8406909788867563
0.46,0.06,433,134,29,200,0.763668430335097,0.9372294372294372,0.8415937803692906
0.46,0.07,429,125,33,209,0.7743682310469314,0.9285714285714286,0.8444881889763779
0.46,0.08,424,114,38,220,0.7881040892193308,0.9177489177489178,0.8480000000000001
0.46,0.09,418,108,44,226,0.7946768060836502,0.9047619047619048,0.8461538461538461
0.46,0.1,406,106,56,228,0.79296875,0.8787878787878788,0.8336755646817249
0.46,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.46,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.46,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.46,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.46,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.46,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.46,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.46,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.46,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.46,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.46,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.46,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.46,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.46,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.46,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.47,0.0,455,192,7,142,0.7032457496136012,0.9848484848484849,0.8205590622182145
0.47,0.01,454,183,8,151,0.7127158555729984,0.9826839826839827,0.8262056414922657
0.47,0.02,452,177,10,157,0.7186009538950715,0.9783549783549783,0.8285976168652612
0.47,0.03,448,165,14,169,0.7308319738988581,0.9696969696969697,0.8334883720930232
0.47,0.04,445,156,17,178,0.740432612312812,0.9632034632034632,0.8372530573847601
0.47,0.05,438,142,24,192,0.7551724137931034,0.948051948051948,0.8406909788867563
0.47,0.06,433,134,29,200,0.763668430335097,0.9372294372294372,0.8415937803692906
0.47,0.07,429,125,33,209,0.7743682310469314,0.9285714285714286,0.8444881889763779
0.47,0.08,424,114,38,220,0.7881040892193308,0.9177489177489178,0.8480000000000001
0.47,0.09,418,108,44,226,0.7946768060836502,0.9047619047619048,0.8461538461538461
0.47,0.1,406,106,56,228,0.79296875,0.8787878787878788,0.8336755646817249
0.47,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.47,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.47,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.47,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.47,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.47,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.47,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.47,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.47,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.47,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.47,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.47,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.47,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.47,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.47,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.48,0.0,455,191,7,143,0.7043343653250774,0.9848484848484849,0.8212996389891696
0.48,0.01,454,182,8,152,0.7138364779874213,0.9826839826839827,0.8269581056466302
0.48,0.02,452,176,10,158,0.7197452229299363,0.9783549783549783,0.8293577981651375
0.48,0.03,448,164,14,170,0.7320261437908496,0.9696969696969697,0.8342644320297952
0.48,0.04,445,155,17,179,0.7416666666666667,0.9632034632034632,0.8380414312617702
0.48,0.05,438,142,24,192,0.7551724137931034,0.948051948051948,0.8406909788867563
0.48,0.06,433,134,29,200,0.763668430335097,0.9372294372294372,0.8415937803692906
0.48,0.07,429,125,33,209,0.7743682310469314,0.9285714285714286,0.8444881889763779
0.48,0.08,424,114,38,220,0.7881040892193308,0.9177489177489178,0.8480000000000001
0.48,0.09,418,108,44,226,0.7946768060836502,0.9047619047619048,0.8461538461538461
0.48,0.1,406,106,56,228,0.79296875,0.8787878787878788,0.8336755646817249
0.48,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.48,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.48,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.48,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.48,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.48,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.48,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.48,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.48,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.48,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.48,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.48,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.48,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.48,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.48,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.49,0.0,455,184,7,150,0.7120500782472613,0.9848484848484849,0.826521344232516
0.49,0.01,454,176,8,158,0.7206349206349206,0.9826839826839827,0.8315018315018315
0.49,0.02,452,170,10,164,0.7266881028938906,0.9783549783549783,0.8339483394833948
0.49,0.03,448,159,14,175,0.7380560131795717,0.9696969696969697,0.8381665107577174
0.49,0.04,445,150,17,184,0.7478991596638656,0.9632034632034632,0.8420056764427626
0.49,0.05,438,141,24,193,0.7564766839378239,0.948051948051948,0.8414985590778098
0.49,0.06,433,133,29,201,0.765017667844523,0.9372294372294372,0.8424124513618677
0.49,0.07,429,124,33,210,0.7757685352622061,0.9285714285714286,0.845320197044335
0.49,0.08,424,113,38,221,0.7895716945996276,0.9177489177489178,0.8488488488488489
0.49,0.09,418,107,44,227,0.7961904761904762,0.9047619047619048,0.8470111448834854
0.49,0.1,406,105,56,229,0.7945205479452054,0.8787878787878788,0.8345323741007193
0.49,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.49,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.49,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.49,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.49,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.49,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.49,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.49,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.49,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.49,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.49,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.49,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.49,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.49,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.49,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.5,0.0,453,181,9,153,0.7145110410094637,0.9805194805194806,0.8266423357664233
0.5,0.01,452,173,10,161,0.7232,0.9783549783549783,0.8316467341306347
0.5,0.02,450,167,12,167,0.7293354943273906,0.974025974025974,0.8341056533827619
0.5,0.03,446,157,16,177,0.7396351575456053,0.9653679653679653,0.8375586854460094
0.5,0.04,444,149,18,185,0.7487352445193929,0.961038961038961,0.8417061611374408
0.5,0.05,437,140,25,194,0.75736568457539,0.9458874458874459,0.8411934552454283
0.5,0.06,433,132,29,202,0.7663716814159292,0.9372294372294372,0.8432327166504381
0.5,0.07,429,123,33,211,0.7771739130434783,0.9285714285714286,0.8461538461538461
0.5,0.08,424,112,38,222,0.7910447761194029,0.9177489177489178,0.8496993987975953
0.5,0.09,418,106,44,228,0.7977099236641222,0.9047619047619048,0.847870182555781
0.5,0.1,406,105,56,229,0.7945205479452054,0.8787878787878788,0.8345323741007193
0.5,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.5,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.5,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.5,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.5,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.5,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.5,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.5,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.5,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.5,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.5,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.5,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.5,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.5,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.5,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.51,0.0,453,176,9,158,0.7201907790143084,0.9805194805194806,0.8304307974335472
0.51,0.01,452,169,10,165,0.7278582930756844,0.9783549783549783,0.8347183748845798
0.51,0.02,450,163,12,171,0.734094616639478,0.974025974025974,0.8372093023255813
0.51,0.03,446,153,16,181,0.7445742904841403,0.9653679653679653,0.8407163053722904
0.51,0.04,444,145,18,189,0.7538200339558574,0.961038961038961,0.8449096098953377
0.51,0.05,437,136,25,198,0.7626527050610821,0.9458874458874459,0.8444444444444443
0.51,0.06,433,128,29,206,0.7718360071301248,0.9372294372294372,0.8465298142717499
0.51,0.07,429,119,33,215,0.7828467153284672,0.9285714285714286,0.8495049504950496
0.51,0.08,424,109,38,225,0.7954971857410882,0.9177489177489178,0.8522613065326633
0.51,0.09,418,104,44,230,0.8007662835249042,0.9047619047619048,0.8495934959349593
0.51,0.1,406,103,56,231,0.7976424361493124,0.8787878787878788,0.8362512873326468
0.51,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.51,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.51,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.51,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.51,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.51,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.51,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.51,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.51,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.51,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.51,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.51,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.51,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.51,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.51,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.52,0.0,453,168,9,166,0.7294685990338164,0.9805194805194806,0.8365650969529086
0.52,0.01,452,163,10,171,0.734959349593496,0.9783549783549783,0.8393686165273909
0.52,0.02,450,159,12,175,0.7389162561576355,0.974025974025974,0.8403361344537815
0.52,0.03,446,150,16,184,0.7483221476510067,0.9653679653679653,0.8431001890359167
0.52,0.04,444,142,18,192,0.757679180887372,0.961038961038961,0.8473282442748091
0.52,0.05,437,134,25,200,0.7653239929947461,0.9458874458874459,0.846079380445305
0.52,0.06,433,126,29,208,0.774597495527728,0.9372294372294372,0.8481880509304603
0.52,0.07,429,119,33,215,0.7828467153284672,0.9285714285714286,0.8495049504950496
0.52,0.08,424,109,38,225,0.7954971857410882,0.9177489177489178,0.8522613065326633
0.52,0.09,418,104,44,230,0.8007662835249042,0.9047619047619048,0.8495934959349593
0.52,0.1,406,103,56,231,0.7976424361493124,0.8787878787878788,0.8362512873326468
0.52,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.52,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.52,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.52,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.52,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.52,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.52,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.52,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.52,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.52,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.52,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.52,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.52,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.52,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.52,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.53,0.0,452,163,10,171,0.734959349593496,0.9783549783549783,0.8393686165273909
0.53,0.01,451,158,11,176,0.7405582922824302,0.9761904761904762,0.8422035480859009
0.53,0.02,449,154,13,180,0.7446102819237148,0.9718614718614719,0.8431924882629108
0.53,0.03,446,149,16,185,0.7495798319327731,0.9653679653679653,0.8438978240302744
0.53,0.04,444,141,18,193,0.7589743589743589,0.961038961038961,0.8481375358166189
0.53,0.05,437,133,25,201,0.7666666666666667,0.9458874458874459,0.8468992248062016
0.53,0.06,433,125,29,209,0.7759856630824373,0.9372294372294372,0.8490196078431372
0.53,0.07,429,118,33,216,0.7842778793418648,0.9285714285714286,0.850346878097126
0.53,0.08,424,109,38,225,0.7954971857410882,0.9177489177489178,0.8522613065326633
0.53,0.09,418,104,44,230,0.8007662835249042,0.9047619047619048,0.8495934959349593
0.53,0.1,406,103,56,231,0.7976424361493124,0.8787878787878788,0.8362512873326468
0.53,0.11,395,90,67,244,0.8144329896907216,0.854978354978355,0.8342133051742344
0.53,0.12,377,83,85,251,0.8195652173913044,0.816017316017316,0.8177874186550977
0.53,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.53,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.53,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.53,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.53,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.53,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.53,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.53,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.53,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.53,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.53,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.53,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.53,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.54,0.0,448,155,14,179,0.7429519071310116,0.9696969696969697,0.8413145539906103
0.54,0.01,447,150,15,184,0.7487437185929648,0.9675324675324676,0.8441926345609065
0.54,0.02,446,146,16,188,0.7533783783783784,0.9653679653679653,0.8462998102466793
0.54,0.03,444,142,18,192,0.757679180887372,0.961038961038961,0.8473282442748091
0.54,0.04,442,134,20,200,0.7673611111111112,0.9567099567099567,0.8516377649325626
0.54,0.05,435,126,27,208,0.7754010695187166,0.9415584415584416,0.8504398826979472
0.54,0.06,431,122,31,212,0.779385171790235,0.9329004329004329,0.8492610837438423
0.54,0.07,427,115,35,219,0.7878228782287823,0.9242424242424242,0.850597609561753
0.54,0.08,422,106,40,228,0.7992424242424242,0.9134199134199135,0.8525252525252526
0.54,0.09,416,101,46,233,0.804642166344294,0.9004329004329005,0.8498467824310522
0.54,0.1,404,100,58,234,0.8015873015873016,0.8744588744588745,0.8364389233954451
0.54,0.11,393,90,69,244,0.8136645962732919,0.8506493506493507,0.8317460317460318
0.54,0.12,375,83,87,251,0.8187772925764192,0.8116883116883117,0.8152173913043479
0.54,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.54,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.54,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.54,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.54,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.54,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.54,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.54,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.54,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.54,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.54,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.54,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.54,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.55,0.0,445,144,17,190,0.7555178268251274,0.9632034632034632,0.8468125594671742
0.55,0.01,445,141,17,193,0.7593856655290102,0.9632034632034632,0.849236641221374
0.55,0.02,444,139,18,195,0.7615780445969125,0.961038961038961,0.8497607655502392
0.55,0.03,442,135,20,199,0.7660311958405546,0.9567099567099567,0.8508180943214628
0.55,0.04,440,132,22,202,0.7692307692307693,0.9523809523809523,0.8510638297872339
0.55,0.05,433,124,29,210,0.77737881508079,0.9372294372294372,0.8498527968596664
0.55,0.06,431,120,31,214,0.7822141560798548,0.9329004329004329,0.8509378084896347
0.55,0.07,427,113,35,221,0.7907407407407407,0.9242424242424242,0.8522954091816366
0.55,0.08,422,104,40,230,0.8022813688212928,0.9134199134199135,0.8542510121457491
0.55,0.09,416,101,46,233,0.804642166344294,0.9004329004329005,0.8498467824310522
0.55,0.1,404,100,58,234,0.8015873015873016,0.8744588744588745,0.8364389233954451
0.55,0.11,393,90,69,244,0.8136645962732919,0.8506493506493507,0.8317460317460318
0.55,0.12,375,83,87,251,0.8187772925764192,0.8116883116883117,0.8152173913043479
0.55,0.13,361,78,101,256,0.8223234624145785,0.7813852813852814,0.8013318534961154
0.55,0.14,344,70,118,264,0.8309178743961353,0.7445887445887446,0.7853881278538813
0.55,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.55,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.55,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.55,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.55,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.55,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.55,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.55,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.55,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.55,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.55,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.56,0.0,440,132,22,202,0.7692307692307693,0.9523809523809523,0.8510638297872339
0.56,0.01,440,129,22,205,0.773286467486819,0.9523809523809523,0.8535402521823472
0.56,0.02,439,128,23,206,0.7742504409171076,0.9502164502164502,0.8532555879494655
0.56,0.03,437,124,25,210,0.7789661319073083,0.9458874458874459,0.8543499511241446
0.56,0.04,436,121,26,213,0.7827648114901257,0.9437229437229437,0.8557409224730127
0.56,0.05,430,115,32,219,0.7889908256880734,0.9307359307359307,0.8540218470705064
0.56,0.06,428,111,34,223,0.7940630797773655,0.9264069264069265,0.8551448551448552
0.56,0.07,424,105,38,229,0.8015122873345936,0.9177489177489178,0.8557013118062562
0.56,0.08,419,99,43,235,0.8088803088803089,0.9069264069264069,0.8551020408163266
0.56,0.09,414,96,48,238,0.8117647058823529,0.8961038961038961,0.8518518518518517
0.56,0.1,402,95,60,239,0.8088531187122736,0.8701298701298701,0.8383733055265902
0.56,0.11,391,85,71,249,0.8214285714285714,0.8463203463203464,0.8336886993603412
0.56,0.12,373,78,89,256,0.8270509977827051,0.8073593073593074,0.8170865279299014
0.56,0.13,359,73,103,261,0.8310185185185185,0.7770562770562771,0.8031319910514542
0.56,0.14,342,65,120,269,0.8402948402948403,0.7402597402597403,0.7871116225546605
0.56,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.56,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.56,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
0.56,0.18,260,34,202,300,0.8843537414965986,0.5627705627705628,0.6878306878306879
0.56,0.19,242,28,220,306,0.8962962962962963,0.5238095238095238,0.6612021857923497
0.56,0.2,217,28,245,306,0.8857142857142857,0.4696969696969697,0.6138613861386139
0.56,0.21,201,26,261,308,0.8854625550660793,0.43506493506493504,0.5834542815674891
0.56,0.22,188,26,274,308,0.8785046728971962,0.4069264069264069,0.5562130177514792
0.56,0.23,172,22,290,312,0.8865979381443299,0.3722943722943723,0.5243902439024389
0.56,0.24,167,17,295,317,0.907608695652174,0.36147186147186144,0.5170278637770898
0.56,0.25,151,13,311,321,0.9207317073170732,0.3268398268398268,0.48242811501597443
0.57,0.0,438,126,24,208,0.776595744680851,0.948051948051948,0.8538011695906432
0.57,0.01,438,125,24,209,0.7779751332149201,0.948051948051948,0.8546341463414634
0.57,0.02,438,124,24,210,0.7793594306049823,0.948051948051948,0.8554687500000001
0.57,0.03,436,120,26,214,0.7841726618705036,0.9437229437229437,0.856581532416503
0.57,0.04,435,117,27,217,0.7880434782608695,0.9415584415584416,0.8579881656804733
0.57,0.05,429,112,33,222,0.7929759704251387,0.9285714285714286,0.8554336989032901
0.57,0.06,427,108,35,226,0.7981308411214953,0.9242424242424242,0.8565697091273822
0.57,0.07,423,102,39,232,0.8057142857142857,0.9155844155844156,0.8571428571428572
0.57,0.08,418,97,44,237,0.8116504854368932,0.9047619047619048,0.8556806550665302
0.57,0.09,413,94,49,240,0.814595660749507,0.8939393939393939,0.8524251805985552
0.57,0.1,401,93,61,241,0.8117408906882592,0.8679653679653679,0.8389121338912133
0.57,0.11,390,84,72,250,0.8227848101265823,0.8441558441558441,0.8333333333333334
0.57,0.12,372,77,90,257,0.8285077951002228,0.8051948051948052,0.8166849615806806
0.57,0.13,358,73,104,261,0.8306264501160093,0.7748917748917749,0.8017917133258678
0.57,0.14,342,65,120,269,0.8402948402948403,0.7402597402597403,0.7871116225546605
0.57,0.15,325,55,137,279,0.8552631578947368,0.7034632034632035,0.7719714964370546
0.57,0.16,309,52,153,282,0.8559556786703602,0.6688311688311688,0.7509113001215068
0.57,0.17,285,40,177,294,0.8769230769230769,0.6168831168831169,0.7242693773824651
