image_id,nutrient,quantity,column,dx,dy,deviation,method,image_mean_dev,gt_image_mean
59.png,carbohydrate,0.3,0,587.5,299.5,0.6548,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,<0.3,0,568.0,384.0,0.8489,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,25,0,589.0,576.0,0.8905,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,<0.1,0,565.0,680.0,1.322,mahalanobis,1.2749854838709678,1
59.png,carbohydrate,150,0,548.0,781.5,1.6942,mahalanobis,1.2749854838709678,1
59.png,carbohydrate,300,0,536.5,885.5,2.0351,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,64.4,0,502.0,20.0,1.9554,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,0.3,0,512.0,213.5,1.5795,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,<0.3,0,492.5,298.0,1.7454,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,25,0,513.5,490.0,1.535,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,<0.1,0,489.5,594.0,1.9054,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,150,0,472.5,695.5,2.2209,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,300,0,461.0,799.5,2.5029,mahalanobis,1.2749854838709678,1
59.png,fat,0.3,0,791.5,41.5,2.0469,mahalanobis,1.2749854838709678,1
59.png,fat,<0.3,0,772.0,126.0,1.7197,mahalanobis,1.2749854838709678,1
59.png,fat,25,0,793.0,318.0,1.7951,mahalanobis,1.2749854838709678,1
59.png,fat,<0.1,0,769.0,422.0,1.517,mahalanobis,1.2749854838709678,1
59.png,fat,150,0,752.0,523.5,1.3974,mahalanobis,1.2749854838709678,1
59.png,fat,300,0,740.5,627.5,1.431,mahalanobis,1.2749854838709678,1
59.png,saturated fats,<0.3,0,621.0,-48.5,1.3296,mahalanobis,1.2749854838709678,1
59.png,saturated fats,25,0,642.0,143.5,0.7057,mahalanobis,1.2749854838709678,0
59.png,saturated fats,<0.1,0,618.0,247.5,0.4596,mahalanobis,1.2749854838709678,0
59.png,saturated fats,150,0,601.0,349.0,0.4644,mahalanobis,1.2749854838709678,0
59.png,saturated fats,300,0,589.5,453.0,0.6535,mahalanobis,1.2749854838709678,0
59.png,fibre,25,0,688.5,49.5,1.1495,mahalanobis,1.2749854838709678,0
59.png,fibre,<0.1,0,664.5,153.5,0.731,mahalanobis,1.2749854838709678,0
59.png,fibre,150,0,647.5,255.0,0.3641,mahalanobis,1.2749854838709678,0
59.png,fibre,300,0,636.0,359.0,0.0573,mahalanobis,1.2749854838709678,0
59.png,sodium,25,0,699.0,-50.0,1.4837,mahalanobis,1.2749854838709678,1
59.png,sodium,<0.1,0,675.0,54.0,1.0676,mahalanobis,1.2749854838709678,0
59.png,sodium,150,0,658.0,155.5,0.699,mahalanobis,1.2749854838709678,0
59.png,sodium,300,0,646.5,259.5,0.3477,mahalanobis,1.2749854838709678,0
59.png,selenium,<0.1,0,682.5,-45.0,1.3899,mahalanobis,1.2749854838709678,1
59.png,selenium,150,0,665.5,56.5,1.0229,mahalanobis,1.2749854838709678,0
59.png,selenium,300,0,654.0,160.5,0.6713,mahalanobis,1.2749854838709678,0
59.png,vitamin c,150,0,723.5,-33.0,1.5938,mahalanobis,1.2749854838709678,1
59.png,vitamin c,300,0,712.0,71.0,1.2557,mahalanobis,1.2749854838709678,0
59.png,vitamin e,300,0,710.5,-25.5,1.4858,mahalanobis,1.2749854838709678,1
59.png,energy,278 kj,1,1682.5,36.5,1.2361,mahalanobis,1.2749854838709678,0
59.png,energy,0.14,1,1752.5,149.0,0.6466,mahalanobis,1.2749854838709678,0
59.png,energy,13.3,1,1751.0,255.5,0.3028,mahalanobis,1.2749854838709678,0
59.png,energy,12.9,1,1748.0,338.5,0.0479,mahalanobis,1.2749854838709678,0
59.png,energy,12.7,1,1745.0,420.5,0.2445,mahalanobis,1.2749854838709678,0
59.png,energy,<0.1,1,1731.5,521.0,0.5909,mahalanobis,1.2749854838709678,0
59.png,energy,<0.1,1,1730.0,602.0,0.8519,mahalanobis,1.2749854838709678,0
59.png,energy,5,1,1742.5,783.0,1.425,mahalanobis,1.2749854838709678,1
59.png,energy,<0.02,1,1705.5,883.5,1.8093,mahalanobis,1.2749854838709678,1
59.png,energy,30,1,1716.5,981.0,2.0947,mahalanobis,1.2749854838709678,1
59.png,energy,60,1,1693.0,1081.5,2.4699,mahalanobis,1.2749854838709678,1
59.png,eiweib/protein,0.14,1,1851.0,47.5,1.573,mahalanobis,1.2749854838709678,1
59.png,eiweib/protein,13.3,1,1849.5,154.0,1.3708,mahalanobis,1.2749854838709678,1
59.png,eiweib/protein,12.9,1,1846.5,237.0,1.2374,mahalanobis,1.2749854838709678,0
59.png,eiweib/protein,12.7,1,1843.5,319.0,1.1544,mahalanobis,1.2749854838709678,0
59.png,eiweib/protein,<0.1,1,1830.0,419.5,1.0232,mahalanobis,1.2749854838709678,0
59.png,eiweib/protein,<0.1,1,1828.5,500.5,1.0997,mahalanobis,1.2749854838709678,0
59.png,eiweib/protein,5,1,1841.0,681.5,1.5674,mahalanobis,1.2749854838709678,1
59.png,eiweib/protein,<0.02,1,1804.0,782.0,1.5813,mahalanobis,1.2749854838709678,1
59.png,eiweib/protein,30,1,1815.0,879.5,1.9228,mahalanobis,1.2749854838709678,1
59.png,eiweib/protein,60,1,1791.5,980.0,2.1376,mahalanobis,1.2749854838709678,1
59.png,carbohydrate,13.3,1,1697.5,41.5,1.1294,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,12.9,1,1694.5,124.5,0.9235,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,12.7,1,1691.5,206.5,0.7625,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,<0.1,1,1678.0,307.0,0.7807,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,<0.1,1,1676.5,388.0,0.8001,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,5,1,1689.0,569.0,0.9712,mahalanobis,1.2749854838709678,0
59.png,carbohydrate,<0.02,1,1652.0,669.5,1.5046,mahalanobis,1.2749854838709678,1
59.png,carbohydrate,30,1,1663.0,767.0,1.6664,mahalanobis,1.2749854838709678,1
59.png,carbohydrate,60,1,1639.5,867.5,2.0911,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,13.3,1,1622.0,-44.5,1.9055,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,12.9,1,1619.0,38.5,1.7657,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,12.7,1,1616.0,120.5,1.6607,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,<0.1,1,1602.5,221.0,1.6963,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,<0.1,1,1601.0,302.0,1.6706,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,5,1,1613.5,483.0,1.5842,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,<0.02,1,1576.5,583.5,2.0976,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,30,1,1587.5,681.0,2.124,mahalanobis,1.2749854838709678,1
59.png,davonzucker/of which sugars,60,1,1564.0,781.5,2.5303,mahalanobis,1.2749854838709678,1
59.png,fat,12.7,1,1895.5,-51.5,2.1796,mahalanobis,1.2749854838709678,1
59.png,fat,<0.1,1,1882.0,49.0,1.8671,mahalanobis,1.2749854838709678,1
59.png,fat,<0.1,1,1880.5,130.0,1.7295,mahalanobis,1.2749854838709678,1
59.png,fat,5,1,1893.0,311.0,1.7296,mahalanobis,1.2749854838709678,1
59.png,fat,<0.02,1,1856.0,411.5,1.314,mahalanobis,1.2749854838709678,1
59.png,fat,30,1,1867.0,509.0,1.5204,mahalanobis,1.2749854838709678,1
59.png,fat,60,1,1843.5,609.5,1.4368,mahalanobis,1.2749854838709678,1
59.png,saturated fats,<0.1,1,1729.5,-44.5,1.2814,mahalanobis,1.2749854838709678,1
59.png,saturated fats,5,1,1742.0,136.5,0.6809,mahalanobis,1.2749854838709678,0
59.png,saturated fats,<0.02,1,1705.0,237.0,0.5776,mahalanobis,1.2749854838709678,0
59.png,saturated fats,30,1,1716.0,334.5,0.3312,mahalanobis,1.2749854838709678,0
59.png,saturated fats,60,1,1692.5,435.0,0.6691,mahalanobis,1.2749854838709678,0
59.png,fibre,5,1,1788.5,42.5,1.1117,mahalanobis,1.2749854838709678,0
59.png,fibre,<0.02,1,1751.5,143.0,0.6644,mahalanobis,1.2749854838709678,0
59.png,fibre,30,1,1762.5,240.5,0.4014,mahalanobis,1.2749854838709678,0
59.png,fibre,60,1,1739.0,341.0,0.0639,mahalanobis,1.2749854838709678,0
59.png,sodium,5,1,1799.0,-57.0,1.456,mahalanobis,1.2749854838709678,1
59.png,sodium,<0.02,1,1762.0,43.5,1.0043,mahalanobis,1.2749854838709678,0
59.png,sodium,30,1,1773.0,141.0,0.7441,mahalanobis,1.2749854838709678,0
59.png,sodium,60,1,1749.5,241.5,0.3437,mahalanobis,1.2749854838709678,0
59.png,selenium,<0.02,1,1769.5,-55.5,1.3378,mahalanobis,1.2749854838709678,1
59.png,selenium,30,1,1780.5,42.0,1.0735,mahalanobis,1.2749854838709678,0
59.png,selenium,60,1,1757.0,142.5,0.6769,mahalanobis,1.2749854838709678,0
59.png,vitamin c,30,1,1838.5,-47.5,1.6829,mahalanobis,1.2749854838709678,1
59.png,vitamin c,60,1,1815.0,53.0,1.2568,mahalanobis,1.2749854838709678,0
59.png,vitamin e,60,1,1813.5,-43.5,1.4995,mahalanobis,1.2749854838709678,1
61.png,energy,1424,0,2284.2,-12.0,1.2757,mahalanobis,1.3109160714285715,0
61.png,energy,341,0,2442.8,-12.0,1.1914,mahalanobis,1.3109160714285715,0
61.png,energy,0,0,2539.5,128.0,0.5858,mahalanobis,1.3109160714285715,0
61.png,energy,0,0,2543.5,200.0,0.446,mahalanobis,1.3109160714285715,0
61.png,energy,84.4,0,2519.5,264.0,0.5197,mahalanobis,1.3109160714285715,0
61.png,energy,48.7,0,2520.5,334.0,0.8515,mahalanobis,1.3109160714285715,0
61.png,energy,0.6,0,2530.5,402.0,1.2213,mahalanobis,1.3109160714285715,0
61.png,energy,1.73,0,2522.0,470.0,1.5824,mahalanobis,1.3109160714285715,1
61.png,energy,250,0,2483.5,532.0,1.9038,mahalanobis,1.3109160714285715,1
61.png,energy,333.3,0,2471.5,594.0,2.2482,mahalanobis,1.3109160714285715,1
61.png,energy,166.7,0,2473.0,656.0,2.5981,mahalanobis,1.3109160714285715,1
61.png,fat,0,0,2767.0,-12.0,1.7107,mahalanobis,1.3109160714285715,1
61.png,fat,0,0,2771.0,60.0,1.4696,mahalanobis,1.3109160714285715,1
61.png,fat,84.4,0,2747.0,124.0,1.234,mahalanobis,1.3109160714285715,0
61.png,fat,48.7,0,2748.0,194.0,1.1646,mahalanobis,1.3109160714285715,0
61.png,fat,0.6,0,2758.0,262.0,1.2529,mahalanobis,1.3109160714285715,0
61.png,fat,1.73,0,2749.5,330.0,1.3876,mahalanobis,1.3109160714285715,1
61.png,fat,250,0,2711.0,392.0,1.508,mahalanobis,1.3109160714285715,1
61.png,fat,333.3,0,2699.0,454.0,1.7553,mahalanobis,1.3109160714285715,1
61.png,fat,166.7,0,2700.5,516.0,2.0568,mahalanobis,1.3109160714285715,1
61.png,saturated fats,0,0,2043.5,-4.0,1.739,mahalanobis,1.3109160714285715,1
61.png,saturated fats,84.4,0,2019.5,60.0,1.5988,mahalanobis,1.3109160714285715,1
61.png,saturated fats,48.7,0,2020.5,130.0,1.444,mahalanobis,1.3109160714285715,1
61.png,saturated fats,0.6,0,2030.5,198.0,1.3567,mahalanobis,1.3109160714285715,1
61.png,saturated fats,1.73,0,2022.0,266.0,1.4389,mahalanobis,1.3109160714285715,1
61.png,saturated fats,250,0,1983.5,328.0,1.6902,mahalanobis,1.3109160714285715,1
61.png,saturated fats,333.3,0,1971.5,390.0,1.9041,mahalanobis,1.3109160714285715,1
61.png,saturated fats,166.7,0,1973.0,452.0,2.1198,mahalanobis,1.3109160714285715,1
61.png,carbohydrate,84.4,0,2258.5,-8.0,1.2909,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,48.7,0,2259.5,62.0,0.9468,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,0.6,0,2269.5,130.0,0.6443,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,1.73,0,2261.0,198.0,0.5468,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,250,0,2222.5,260.0,0.7669,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,333.3,0,2210.5,322.0,1.0082,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,166.7,0,2212.0,384.0,1.2743,mahalanobis,1.3109160714285715,0
61.png,sugars,48.7,0,2077.5,-6.0,1.6587,mahalanobis,1.3109160714285715,1
61.png,sugars,0.6,0,2087.5,62.0,1.3889,mahalanobis,1.3109160714285715,1
61.png,sugars,1.73,0,2079.0,130.0,1.2471,mahalanobis,1.3109160714285715,0
61.png,sugars,250,0,2040.5,192.0,1.322,mahalanobis,1.3109160714285715,1
61.png,sugars,333.3,0,2028.5,254.0,1.4,mahalanobis,1.3109160714285715,1
61.png,sugars,166.7,0,2030.0,316.0,1.5136,mahalanobis,1.3109160714285715,1
61.png,protein,0.6,0,2584.0,-12.0,1.3254,mahalanobis,1.3109160714285715,1
61.png,protein,1.73,0,2575.5,56.0,0.9781,mahalanobis,1.3109160714285715,0
61.png,protein,250,0,2537.0,118.0,0.6194,mahalanobis,1.3109160714285715,0
61.png,protein,333.3,0,2525.0,180.0,0.3942,mahalanobis,1.3109160714285715,0
61.png,protein,166.7,0,2526.5,242.0,0.4594,mahalanobis,1.3109160714285715,0
61.png,salt,1.73,0,2918.5,-12.0,2.1262,mahalanobis,1.3109160714285715,1
61.png,salt,250,0,2880.0,50.0,1.8308,mahalanobis,1.3109160714285715,1
61.png,salt,333.3,0,2868.0,112.0,1.6589,mahalanobis,1.3109160714285715,1
61.png,salt,166.7,0,2869.5,174.0,1.5971,mahalanobis,1.3109160714285715,1
61.png,magnesium,250,0,2398.0,-10.0,1.1783,mahalanobis,1.3109160714285715,0
61.png,magnesium,333.3,0,2386.0,52.0,0.8328,mahalanobis,1.3109160714285715,0
61.png,magnesium,166.7,0,2387.5,114.0,0.486,mahalanobis,1.3109160714285715,0
61.png,potassium,333.3,0,2576.0,-10.0,1.303,mahalanobis,1.3109160714285715,0
61.png,potassium,166.7,0,2577.5,52.0,1.0008,mahalanobis,1.3109160714285715,0
61.png,calcium,166.7,0,2639.5,-10.0,1.4133,mahalanobis,1.3109160714285715,1
61.png,energy,427,1,1799.1,-8.0,1.2139,mahalanobis,1.3109160714285715,0
61.png,energy,102,1,1941.2,-8.0,1.2041,mahalanobis,1.3109160714285715,0
61.png,energy,0,1,2035.5,132.0,0.6776,mahalanobis,1.3109160714285715,0
61.png,energy,0,1,2036.0,200.5,0.5548,mahalanobis,1.3109160714285715,0
61.png,energy,25.3,1,2015.0,270.0,0.6187,mahalanobis,1.3109160714285715,0
61.png,energy,14.6,1,2015.5,336.0,0.902,mahalanobis,1.3109160714285715,0
61.png,energy,0.2,1,2026.0,406.0,1.2688,mahalanobis,1.3109160714285715,0
61.png,energy,0.52,1,2016.5,470.0,1.5952,mahalanobis,1.3109160714285715,1
61.png,energy,75,1,1884.0,536.0,1.8925,mahalanobis,1.3109160714285715,1
61.png,energy,100,1,1900.0,598.0,2.2442,mahalanobis,1.3109160714285715,1
61.png,energy,50,1,1907.5,660.0,2.5955,mahalanobis,1.3109160714285715,1
61.png,fat,0,1,2263.0,-8.0,1.7925,mahalanobis,1.3109160714285715,1
61.png,fat,0,1,2263.5,60.5,1.5657,mahalanobis,1.3109160714285715,1
61.png,fat,25.3,1,2242.5,130.0,1.3372,mahalanobis,1.3109160714285715,1
61.png,fat,14.6,1,2243.0,196.0,1.2771,mahalanobis,1.3109160714285715,0
61.png,fat,0.2,1,2253.5,266.0,1.3634,mahalanobis,1.3109160714285715,1
61.png,fat,0.52,1,2244.0,330.0,1.4727,mahalanobis,1.3109160714285715,1
61.png,fat,75,1,2111.5,396.0,1.3715,mahalanobis,1.3109160714285715,1
61.png,fat,100,1,2127.5,458.0,1.6941,mahalanobis,1.3109160714285715,1
61.png,fat,50,1,2135.0,520.0,2.0141,mahalanobis,1.3109160714285715,1
61.png,saturated fats,0,1,1536.0,-3.5,1.6598,mahalanobis,1.3109160714285715,1
61.png,saturated fats,25.3,1,1515.0,66.0,1.4762,mahalanobis,1.3109160714285715,1
61.png,saturated fats,14.6,1,1515.5,132.0,1.3203,mahalanobis,1.3109160714285715,1
61.png,saturated fats,0.2,1,1526.0,202.0,1.2243,mahalanobis,1.3109160714285715,0
61.png,saturated fats,0.52,1,1516.5,266.0,1.3096,mahalanobis,1.3109160714285715,0
61.png,saturated fats,75,1,1384.0,332.0,1.8717,mahalanobis,1.3109160714285715,1
61.png,saturated fats,100,1,1400.0,394.0,1.9888,mahalanobis,1.3109160714285715,1
61.png,saturated fats,50,1,1407.5,456.0,2.1807,mahalanobis,1.3109160714285715,1
61.png,carbohydrate,25.3,1,1754.0,-2.0,1.2266,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,14.6,1,1754.5,64.0,0.8859,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,0.2,1,1765.0,134.0,0.5452,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,0.52,1,1755.5,198.0,0.4241,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,75,1,1623.0,264.0,0.9542,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,100,1,1639.0,326.0,1.0891,mahalanobis,1.3109160714285715,0
61.png,carbohydrate,50,1,1646.5,388.0,1.3269,mahalanobis,1.3109160714285715,1
61.png,sugars,14.6,1,1572.5,-4.0,1.5731,mahalanobis,1.3109160714285715,1
61.png,sugars,0.2,1,1583.0,66.0,1.2792,mahalanobis,1.3109160714285715,0
61.png,sugars,0.52,1,1573.5,130.0,1.1327,mahalanobis,1.3109160714285715,0
61.png,sugars,75,1,1441.0,196.0,1.5211,mahalanobis,1.3109160714285715,1
61.png,sugars,100,1,1457.0,258.0,1.4996,mahalanobis,1.3109160714285715,1
61.png,sugars,50,1,1464.5,320.0,1.5876,mahalanobis,1.3109160714285715,1
61.png,protein,0.2,1,2079.5,-8.0,1.378,mahalanobis,1.3109160714285715,1
61.png,protein,0.52,1,2070.0,56.0,1.062,mahalanobis,1.3109160714285715,0
61.png,protein,75,1,1937.5,122.0,0.4954,mahalanobis,1.3109160714285715,0
61.png,protein,100,1,1953.5,184.0,0.2843,mahalanobis,1.3109160714285715,0
61.png,protein,50,1,1961.0,246.0,0.3871,mahalanobis,1.3109160714285715,0
61.png,salt,0.52,1,2413.0,-12.0,2.2248,mahalanobis,1.3109160714285715,1
61.png,salt,75,1,2280.5,54.0,1.6354,mahalanobis,1.3109160714285715,1
61.png,salt,100,1,2296.5,116.0,1.5408,mahalanobis,1.3109160714285715,1
61.png,salt,50,1,2304.0,178.0,1.4954,mahalanobis,1.3109160714285715,1
61.png,magnesium,75,1,1798.5,-6.0,1.2033,mahalanobis,1.3109160714285715,0
61.png,magnesium,100,1,1814.5,56.0,0.8497,mahalanobis,1.3109160714285715,0
61.png,magnesium,50,1,1822.0,118.0,0.5083,mahalanobis,1.3109160714285715,0
61.png,potassium,100,1,2004.5,-6.0,1.2534,mahalanobis,1.3109160714285715,0
61.png,potassium,50,1,2012.0,56.0,0.9468,mahalanobis,1.3109160714285715,0
61.png,calcium,50,1,2074.0,-6.0,1.3585,mahalanobis,1.3109160714285715,1
63.png,energy,427,0,1843.4,7.5,1.1313,mahalanobis,1.3131839285714284,0
63.png,energy,102,0,1989.6,7.5,1.1043,mahalanobis,1.3131839285714284,0
63.png,energy,0,0,2091.0,153.5,0.6041,mahalanobis,1.3131839285714284,0
63.png,energy,0,0,2087.0,220.5,0.5241,mahalanobis,1.3131839285714284,0
63.png,energy,25.3,0,2072.5,289.5,0.6561,mahalanobis,1.3131839285714284,0
63.png,energy,14.6,0,2077.0,358.0,0.9651,mahalanobis,1.3131839285714284,0
63.png,energy,0.2,0,2087.5,422.5,1.2975,mahalanobis,1.3131839285714284,0
63.png,energy,0.52,0,2083.0,486.0,1.618,mahalanobis,1.3131839285714284,1
63.png,energy,75,0,1956.5,550.0,1.89,mahalanobis,1.3131839285714284,1
63.png,energy,100,0,1982.0,616.5,2.2592,mahalanobis,1.3131839285714284,1
63.png,energy,50,0,1983.0,678.5,2.5989,mahalanobis,1.3131839285714284,1
63.png,fat,0,0,2319.5,9.5,1.6938,mahalanobis,1.3131839285714284,1
63.png,fat,0,0,2315.5,76.5,1.4754,mahalanobis,1.3131839285714284,1
63.png,fat,25.3,0,2301.0,145.5,1.2876,mahalanobis,1.3131839285714284,0
63.png,fat,14.6,0,2305.5,214.0,1.2604,mahalanobis,1.3131839285714284,0
63.png,fat,0.2,0,2316.0,278.5,1.3552,mahalanobis,1.3131839285714284,1
63.png,fat,0.52,0,2311.5,342.0,1.4821,mahalanobis,1.3131839285714284,1
63.png,fat,75,0,2185.0,406.0,1.3892,mahalanobis,1.3131839285714284,1
63.png,fat,100,0,2210.5,472.5,1.7376,mahalanobis,1.3131839285714284,1
63.png,fat,50,0,2211.5,534.5,2.034,mahalanobis,1.3131839285714284,1
63.png,saturated fats,0,0,1566.0,5.0,1.6669,mahalanobis,1.3131839285714284,1
63.png,saturated fats,25.3,0,1551.5,74.0,1.4875,mahalanobis,1.3131839285714284,1
63.png,saturated fats,14.6,0,1556.0,142.5,1.3307,mahalanobis,1.3131839285714284,1
63.png,saturated fats,0.2,0,1566.5,207.0,1.2489,mahalanobis,1.3131839285714284,0
63.png,saturated fats,0.52,0,1562.0,270.5,1.313,mahalanobis,1.3131839285714284,0
63.png,saturated fats,75,0,1435.5,334.5,1.8348,mahalanobis,1.3131839285714284,1
63.png,saturated fats,100,0,1461.0,401.0,1.9312,mahalanobis,1.3131839285714284,1
63.png,saturated fats,50,0,1462.0,463.0,2.1361,mahalanobis,1.3131839285714284,1
63.png,carbohydrate,25.3,0,1790.0,2.0,1.2212,mahalanobis,1.3131839285714284,0
63.png,carbohydrate,14.6,0,1794.5,70.5,0.8815,mahalanobis,1.3131839285714284,0
63.png,carbohydrate,0.2,0,1805.0,135.0,0.5866,mahalanobis,1.3131839285714284,0
63.png,carbohydrate,0.52,0,1800.5,198.5,0.4564,mahalanobis,1.3131839285714284,0
63.png,carbohydrate,75,0,1674.0,262.5,0.9371,mahalanobis,1.3131839285714284,0
63.png,carbohydrate,100,0,1699.5,329.0,1.0453,mahalanobis,1.3131839285714284,0
63.png,carbohydrate,50,0,1700.5,391.0,1.2895,mahalanobis,1.3131839285714284,0
63.png,of which sugars/ davon zucker / di cul zuccheri /dont sucres/ de los cuales azücares/od tega sladkorji,14.6,0,1611.0,0.5,1.5731,mahalanobis,1.3131839285714284,1
63.png,of which sugars/ davon zucker / di cul zuccheri /dont sucres/ de los cuales azücares/od tega sladkorji,0.2,0,1621.5,65.0,1.3136,mahalanobis,1.3131839285714284,1
63.png,of which sugars/ davon zucker / di cul zuccheri /dont sucres/ de los cuales azücares/od tega sladkorji,0.52,0,1617.0,128.5,1.158,mahalanobis,1.3131839285714284,0
63.png,of which sugars/ davon zucker / di cul zuccheri /dont sucres/ de los cuales azücares/od tega sladkorji,75,0,1490.5,192.5,1.5086,mahalanobis,1.3131839285714284,1
63.png,of which sugars/ davon zucker / di cul zuccheri /dont sucres/ de los cuales azücares/od tega sladkorji,100,0,1516.0,259.0,1.45,mahalanobis,1.3131839285714284,1
63.png,of which sugars/ davon zucker / di cul zuccheri /dont sucres/ de los cuales azücares/od tega sladkorji,50,0,1517.0,321.0,1.5515,mahalanobis,1.3131839285714284,1
63.png,protein,0.2,0,2132.5,-13.0,1.3762,mahalanobis,1.3131839285714284,1
63.png,protein,0.52,0,2128.0,50.5,1.0762,mahalanobis,1.3131839285714284,0
63.png,protein,75,0,2001.5,114.5,0.5504,mahalanobis,1.3131839285714284,0
63.png,protein,100,0,2027.0,181.0,0.3425,mahalanobis,1.3131839285714284,0
63.png,protein,50,0,2028.0,243.0,0.3775,mahalanobis,1.3131839285714284,0
63.png,salt,0.52,0,2479.0,-21.5,2.23,mahalanobis,1.3131839285714284,1
63.png,salt,75,0,2352.5,42.5,1.6784,mahalanobis,1.3131839285714284,1
63.png,salt,100,0,2378.0,109.0,1.5967,mahalanobis,1.3131839285714284,1
63.png,salt,50,0,2379.0,171.0,1.5211,mahalanobis,1.3131839285714284,1
63.png,magnesium,75,0,1853.5,-25.5,1.2988,mahalanobis,1.3131839285714284,0
63.png,magnesium,100,0,1879.0,41.0,0.9238,mahalanobis,1.3131839285714284,0
63.png,magnesium,50,0,1880.0,103.0,0.5937,mahalanobis,1.3131839285714284,0
63.png,potassium,100,0,2072.0,-17.5,1.3114,mahalanobis,1.3131839285714284,0
63.png,potassium,50,0,2073.0,44.5,1.0025,mahalanobis,1.3131839285714284,0
63.png,calcium,50,0,2139.0,-17.5,1.4085,mahalanobis,1.3131839285714284,1
63.png,energy,1424,1,2336.6,7.5,1.2132,mahalanobis,1.3131839285714284,0
63.png,energy,341,1,2493.5,7.5,1.1482,mahalanobis,1.3131839285714284,0
63.png,energy,0,1,2586.0,149.5,0.5811,mahalanobis,1.3131839285714284,0
63.png,energy,0,1,2590.5,223.5,0.4553,mahalanobis,1.3131839285714284,0
63.png,energy,84.4,1,2567.5,289.5,0.5286,mahalanobis,1.3131839285714284,0
63.png,energy,48.7,1,2570.5,360.0,0.843,mahalanobis,1.3131839285714284,0
63.png,energy,0.6,1,2579.5,431.5,1.207,mahalanobis,1.3131839285714284,0
63.png,energy,1.73,1,2573.0,501.5,1.5588,mahalanobis,1.3131839285714284,1
63.png,energy,250,1,2532.5,570.0,1.8928,mahalanobis,1.3131839285714284,1
63.png,energy,313.3,1,2524.5,637.5,2.2491,mahalanobis,1.3131839285714284,1
63.png,energy,166.7,1,2528.0,707.5,2.6239,mahalanobis,1.3131839285714284,1
63.png,fat,0,1,2814.5,5.5,1.6772,mahalanobis,1.3131839285714284,1
63.png,fat,0,1,2819.0,79.5,1.4469,mahalanobis,1.3131839285714284,1
63.png,fat,84.4,1,2796.0,145.5,1.2234,mahalanobis,1.3131839285714284,0
63.png,fat,48.7,1,2799.0,216.0,1.1662,mahalanobis,1.3131839285714284,0
63.png,fat,0.6,1,2808.0,287.5,1.2497,mahalanobis,1.3131839285714284,0
63.png,fat,1.73,1,2801.5,357.5,1.3858,mahalanobis,1.3131839285714284,1
63.png,fat,250,1,2761.0,426.0,1.5135,mahalanobis,1.3131839285714284,1
63.png,fat,313.3,1,2753.0,493.5,1.7789,mahalanobis,1.3131839285714284,1
63.png,fat,166.7,1,2756.5,563.5,2.1047,mahalanobis,1.3131839285714284,1
63.png,saturated fats,0,1,2069.5,8.0,1.7445,mahalanobis,1.3131839285714284,1
63.png,saturated fats,84.4,1,2046.5,74.0,1.605,mahalanobis,1.3131839285714284,1
63.png,saturated fats,48.7,1,2049.5,144.5,1.448,mahalanobis,1.3131839285714284,1
63.png,saturated fats,0.6,1,2058.5,216.0,1.3592,mahalanobis,1.3131839285714284,1
63.png,saturated fats,1.73,1,2052.0,286.0,1.4254,mahalanobis,1.3131839285714284,1
63.png,saturated fats,250,1,2011.5,354.5,1.6811,mahalanobis,1.3131839285714284,1
63.png,saturated fats,313.3,1,2003.5,422.0,1.8872,mahalanobis,1.3131839285714284,1
